,0
43,"{'danceability': 0.709, 'energy': 0.496, 'key': 1, 'loudness': -10.528, 'mode': 0, 'speechiness': 0.0417, 'acousticness': 0.581, 'instrumentalness': 0.195, 'liveness': 0.151, 'valence': 0.469, 'tempo': 78.477, 'type': 'audio_features', 'id': '2N4idqj9TT3HnH2OFT9j0v', 'uri': 'spotify:track:2N4idqj9TT3HnH2OFT9j0v', 'track_href': 'https://api.spotify.com/v1/tracks/2N4idqj9TT3HnH2OFT9j0v', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2N4idqj9TT3HnH2OFT9j0v', 'duration_ms': 181587, 'time_signature': 4}"
44,"{'danceability': 0.876, 'energy': 0.479, 'key': 4, 'loudness': -6.687, 'mode': 0, 'speechiness': 0.44, 'acousticness': 0.703, 'instrumentalness': 0, 'liveness': 0.102, 'valence': 0.776, 'tempo': 133.858, 'type': 'audio_features', 'id': '4zTPYAf5scZdp0LnwPPeWK', 'uri': 'spotify:track:4zTPYAf5scZdp0LnwPPeWK', 'track_href': 'https://api.spotify.com/v1/tracks/4zTPYAf5scZdp0LnwPPeWK', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4zTPYAf5scZdp0LnwPPeWK', 'duration_ms': 115200, 'time_signature': 4}"
45,"{'danceability': 0.542, 'energy': 0.906, 'key': 9, 'loudness': -4.213, 'mode': 1, 'speechiness': 0.0491, 'acousticness': 0.021, 'instrumentalness': 0.00043, 'liveness': 0.377, 'valence': 0.515, 'tempo': 120.014, 'type': 'audio_features', 'id': '6CES1554HcWMIVroJfmmBm', 'uri': 'spotify:track:6CES1554HcWMIVroJfmmBm', 'track_href': 'https://api.spotify.com/v1/tracks/6CES1554HcWMIVroJfmmBm', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6CES1554HcWMIVroJfmmBm', 'duration_ms': 245456, 'time_signature': 4}"
46,"{'danceability': 0.559, 'energy': 0.871, 'key': 5, 'loudness': -5.338, 'mode': 0, 'speechiness': 0.0392, 'acousticness': 7.53e-06, 'instrumentalness': 0.00524, 'liveness': 0.096, 'valence': 0.573, 'tempo': 104.976, 'type': 'audio_features', 'id': '1H7zdcRD0gLGQY0w5ejGgX', 'uri': 'spotify:track:1H7zdcRD0gLGQY0w5ejGgX', 'track_href': 'https://api.spotify.com/v1/tracks/1H7zdcRD0gLGQY0w5ejGgX', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1H7zdcRD0gLGQY0w5ejGgX', 'duration_ms': 213920, 'time_signature': 4}"
47,"{'danceability': 0.658, 'energy': 0.575, 'key': 1, 'loudness': -11.493, 'mode': 1, 'speechiness': 0.0332, 'acousticness': 0.677, 'instrumentalness': 0.253, 'liveness': 0.0985, 'valence': 0.832, 'tempo': 149.274, 'type': 'audio_features', 'id': '4c7k0jGOFR1OraHvE3BszV', 'uri': 'spotify:track:4c7k0jGOFR1OraHvE3BszV', 'track_href': 'https://api.spotify.com/v1/tracks/4c7k0jGOFR1OraHvE3BszV', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4c7k0jGOFR1OraHvE3BszV', 'duration_ms': 221653, 'time_signature': 4}"
48,"{'danceability': 0.661, 'energy': 0.869, 'key': 5, 'loudness': -5.477, 'mode': 1, 'speechiness': 0.0334, 'acousticness': 0.078, 'instrumentalness': 0.924, 'liveness': 0.398, 'valence': 0.8, 'tempo': 126.971, 'type': 'audio_features', 'id': '2gNfxysfBRfl9Lvi9T3v6R', 'uri': 'spotify:track:2gNfxysfBRfl9Lvi9T3v6R', 'track_href': 'https://api.spotify.com/v1/tracks/2gNfxysfBRfl9Lvi9T3v6R', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2gNfxysfBRfl9Lvi9T3v6R', 'duration_ms': 108547, 'time_signature': 4}"
49,"{'danceability': 0.433, 'energy': 0.444, 'key': 8, 'loudness': -9.911, 'mode': 0, 'speechiness': 0.0372, 'acousticness': 0.013, 'instrumentalness': 0.856, 'liveness': 0.121, 'valence': 0.0356, 'tempo': 128.01, 'type': 'audio_features', 'id': '31NiyZrUd1r4icY7xkvnWv', 'uri': 'spotify:track:31NiyZrUd1r4icY7xkvnWv', 'track_href': 'https://api.spotify.com/v1/tracks/31NiyZrUd1r4icY7xkvnWv', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/31NiyZrUd1r4icY7xkvnWv', 'duration_ms': 633187, 'time_signature': 4}"
50,"{'danceability': 0.47, 'energy': 0.58, 'key': 0, 'loudness': -10.822, 'mode': 1, 'speechiness': 0.025, 'acousticness': 0.118, 'instrumentalness': 1.14e-06, 'liveness': 0.158, 'valence': 0.601, 'tempo': 94.907, 'type': 'audio_features', 'id': '0s6pGOvS0AaqNemE1foyDm', 'uri': 'spotify:track:0s6pGOvS0AaqNemE1foyDm', 'track_href': 'https://api.spotify.com/v1/tracks/0s6pGOvS0AaqNemE1foyDm', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0s6pGOvS0AaqNemE1foyDm', 'duration_ms': 228400, 'time_signature': 4}"
51,"{'danceability': 0.573, 'energy': 0.473, 'key': 8, 'loudness': -10.839, 'mode': 0, 'speechiness': 0.0268, 'acousticness': 0.0944, 'instrumentalness': 0.397, 'liveness': 0.199, 'valence': 0.515, 'tempo': 77.494, 'type': 'audio_features', 'id': '36rqjSUBaArtMBLWrzwInc', 'uri': 'spotify:track:36rqjSUBaArtMBLWrzwInc', 'track_href': 'https://api.spotify.com/v1/tracks/36rqjSUBaArtMBLWrzwInc', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/36rqjSUBaArtMBLWrzwInc', 'duration_ms': 227653, 'time_signature': 4}"
52,"{'danceability': 0.588, 'energy': 0.855, 'key': 9, 'loudness': -6.153, 'mode': 1, 'speechiness': 0.0372, 'acousticness': 0.0735, 'instrumentalness': 0.815, 'liveness': 0.128, 'valence': 0.717, 'tempo': 141.941, 'type': 'audio_features', 'id': '1zFbBrZmJr1Z49HYe84dBg', 'uri': 'spotify:track:1zFbBrZmJr1Z49HYe84dBg', 'track_href': 'https://api.spotify.com/v1/tracks/1zFbBrZmJr1Z49HYe84dBg', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1zFbBrZmJr1Z49HYe84dBg', 'duration_ms': 211165, 'time_signature': 4}"
53,"{'danceability': 0.603, 'energy': 0.743, 'key': 7, 'loudness': -6.569, 'mode': 1, 'speechiness': 0.0395, 'acousticness': 0.24, 'instrumentalness': 0.00392, 'liveness': 0.147, 'valence': 0.533, 'tempo': 162.265, 'type': 'audio_features', 'id': '1KPDAA9zyJXcEDvFW5inYi', 'uri': 'spotify:track:1KPDAA9zyJXcEDvFW5inYi', 'track_href': 'https://api.spotify.com/v1/tracks/1KPDAA9zyJXcEDvFW5inYi', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1KPDAA9zyJXcEDvFW5inYi', 'duration_ms': 158474, 'time_signature': 4}"
54,"{'danceability': 0.308, 'energy': 0.963, 'key': 9, 'loudness': -2.296, 'mode': 0, 'speechiness': 0.108, 'acousticness': 0.0205, 'instrumentalness': 1.41e-06, 'liveness': 0.351, 'valence': 0.402, 'tempo': 179.938, 'type': 'audio_features', 'id': '34f3ORov4gpfKOc0gie07w', 'uri': 'spotify:track:34f3ORov4gpfKOc0gie07w', 'track_href': 'https://api.spotify.com/v1/tracks/34f3ORov4gpfKOc0gie07w', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/34f3ORov4gpfKOc0gie07w', 'duration_ms': 178889, 'time_signature': 4}"
55,"{'danceability': 0.785, 'energy': 0.285, 'key': 4, 'loudness': -14.635, 'mode': 1, 'speechiness': 0.0312, 'acousticness': 0.782, 'instrumentalness': 0.548, 'liveness': 0.0995, 'valence': 0.634, 'tempo': 89.875, 'type': 'audio_features', 'id': '7nxi8DUA9Iw6nnpGN3M9Zd', 'uri': 'spotify:track:7nxi8DUA9Iw6nnpGN3M9Zd', 'track_href': 'https://api.spotify.com/v1/tracks/7nxi8DUA9Iw6nnpGN3M9Zd', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7nxi8DUA9Iw6nnpGN3M9Zd', 'duration_ms': 248172, 'time_signature': 4}"
56,"{'danceability': 0.653, 'energy': 0.91, 'key': 10, 'loudness': -3.36, 'mode': 1, 'speechiness': 0.0566, 'acousticness': 0.0079, 'instrumentalness': 0, 'liveness': 0.318, 'valence': 0.0921, 'tempo': 126.047, 'type': 'audio_features', 'id': '57p8CBvPOxrvyCbn6ttl5r', 'uri': 'spotify:track:57p8CBvPOxrvyCbn6ttl5r', 'track_href': 'https://api.spotify.com/v1/tracks/57p8CBvPOxrvyCbn6ttl5r', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/57p8CBvPOxrvyCbn6ttl5r', 'duration_ms': 234286, 'time_signature': 4}"
57,"{'danceability': 0.377, 'energy': 0.597, 'key': 6, 'loudness': -10.301, 'mode': 1, 'speechiness': 0.0338, 'acousticness': 0.0926, 'instrumentalness': 0, 'liveness': 0.322, 'valence': 0.806, 'tempo': 154.968, 'type': 'audio_features', 'id': '0PJK0P8e3VEUvteD0tREIJ', 'uri': 'spotify:track:0PJK0P8e3VEUvteD0tREIJ', 'track_href': 'https://api.spotify.com/v1/tracks/0PJK0P8e3VEUvteD0tREIJ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0PJK0P8e3VEUvteD0tREIJ', 'duration_ms': 214425, 'time_signature': 4}"
58,"{'danceability': 0.335, 'energy': 0.825, 'key': 8, 'loudness': -5.598, 'mode': 1, 'speechiness': 0.0506, 'acousticness': 0.00523, 'instrumentalness': 0.00429, 'liveness': 0.226, 'valence': 0.682, 'tempo': 177.156, 'type': 'audio_features', 'id': '6YGVK9xgH2LI4Ghw6gqUxx', 'uri': 'spotify:track:6YGVK9xgH2LI4Ghw6gqUxx', 'track_href': 'https://api.spotify.com/v1/tracks/6YGVK9xgH2LI4Ghw6gqUxx', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6YGVK9xgH2LI4Ghw6gqUxx', 'duration_ms': 224973, 'time_signature': 4}"
59,"{'danceability': 0.417, 'energy': 0.73, 'key': 5, 'loudness': -6.774, 'mode': 1, 'speechiness': 0.0363, 'acousticness': 0.000563, 'instrumentalness': 3.31e-06, 'liveness': 0.0766, 'valence': 0.43, 'tempo': 81.179, 'type': 'audio_features', 'id': '2J4obtL5oOmstcOfq5UW3C', 'uri': 'spotify:track:2J4obtL5oOmstcOfq5UW3C', 'track_href': 'https://api.spotify.com/v1/tracks/2J4obtL5oOmstcOfq5UW3C', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2J4obtL5oOmstcOfq5UW3C', 'duration_ms': 167091, 'time_signature': 4}"
60,"{'danceability': 0.485, 'energy': 0.714, 'key': 0, 'loudness': -7.654, 'mode': 1, 'speechiness': 0.0292, 'acousticness': 0.0398, 'instrumentalness': 0.0018, 'liveness': 0.322, 'valence': 0.37, 'tempo': 149.911, 'type': 'audio_features', 'id': '3WQnV2K73PBtPY072Pt8ZS', 'uri': 'spotify:track:3WQnV2K73PBtPY072Pt8ZS', 'track_href': 'https://api.spotify.com/v1/tracks/3WQnV2K73PBtPY072Pt8ZS', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3WQnV2K73PBtPY072Pt8ZS', 'duration_ms': 190798, 'time_signature': 4}"
61,"{'danceability': 0.828, 'energy': 0.492, 'key': 0, 'loudness': -9.744, 'mode': 1, 'speechiness': 0.0276, 'acousticness': 0.0644, 'instrumentalness': 0.00428, 'liveness': 0.128, 'valence': 0.789, 'tempo': 120.151, 'type': 'audio_features', 'id': '0ofHAoxe9vBkTCp2UQIavz', 'uri': 'spotify:track:0ofHAoxe9vBkTCp2UQIavz', 'track_href': 'https://api.spotify.com/v1/tracks/0ofHAoxe9vBkTCp2UQIavz', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0ofHAoxe9vBkTCp2UQIavz', 'duration_ms': 257800, 'time_signature': 4}"
62,"{'danceability': 0.846, 'energy': 0.363, 'key': 2, 'loudness': -11.565, 'mode': 1, 'speechiness': 0.115, 'acousticness': 0.0581, 'instrumentalness': 0.0988, 'liveness': 0.105, 'valence': 0.572, 'tempo': 96.005, 'type': 'audio_features', 'id': '64R2n9O7Aif7YP3ivkOWYS', 'uri': 'spotify:track:64R2n9O7Aif7YP3ivkOWYS', 'track_href': 'https://api.spotify.com/v1/tracks/64R2n9O7Aif7YP3ivkOWYS', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/64R2n9O7Aif7YP3ivkOWYS', 'duration_ms': 272973, 'time_signature': 4}"
63,"{'danceability': 0.749, 'energy': 0.401, 'key': 3, 'loudness': -10.856, 'mode': 1, 'speechiness': 0.0391, 'acousticness': 0.219, 'instrumentalness': 0.0931, 'liveness': 0.206, 'valence': 0.616, 'tempo': 138.811, 'type': 'audio_features', 'id': '1KTMZ2DeqT4oqIJ7Co5F6R', 'uri': 'spotify:track:1KTMZ2DeqT4oqIJ7Co5F6R', 'track_href': 'https://api.spotify.com/v1/tracks/1KTMZ2DeqT4oqIJ7Co5F6R', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1KTMZ2DeqT4oqIJ7Co5F6R', 'duration_ms': 150547, 'time_signature': 4}"
64,"{'danceability': 0.706, 'energy': 0.542, 'key': 3, 'loudness': -7.702, 'mode': 0, 'speechiness': 0.0463, 'acousticness': 0.0703, 'instrumentalness': 0.000585, 'liveness': 0.107, 'valence': 0.963, 'tempo': 128.122, 'type': 'audio_features', 'id': '5fLEXP1VOCVZihtvca0SC6', 'uri': 'spotify:track:5fLEXP1VOCVZihtvca0SC6', 'track_href': 'https://api.spotify.com/v1/tracks/5fLEXP1VOCVZihtvca0SC6', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5fLEXP1VOCVZihtvca0SC6', 'duration_ms': 220822, 'time_signature': 4}"
65,"{'danceability': 0.747, 'energy': 0.622, 'key': 11, 'loudness': -5.825, 'mode': 1, 'speechiness': 0.0838, 'acousticness': 0.176, 'instrumentalness': 0, 'liveness': 0.151, 'valence': 0.57, 'tempo': 159.93, 'type': 'audio_features', 'id': '4K06PO78fW4mnBVenxGNob', 'uri': 'spotify:track:4K06PO78fW4mnBVenxGNob', 'track_href': 'https://api.spotify.com/v1/tracks/4K06PO78fW4mnBVenxGNob', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4K06PO78fW4mnBVenxGNob', 'duration_ms': 181661, 'time_signature': 4}"
66,"{'danceability': 0.573, 'energy': 0.683, 'key': 5, 'loudness': -6.644, 'mode': 1, 'speechiness': 0.176, 'acousticness': 0.461, 'instrumentalness': 0, 'liveness': 0.0935, 'valence': 0.817, 'tempo': 169.519, 'type': 'audio_features', 'id': '0qRR9d89hIS0MHRkQ0ejxX', 'uri': 'spotify:track:0qRR9d89hIS0MHRkQ0ejxX', 'track_href': 'https://api.spotify.com/v1/tracks/0qRR9d89hIS0MHRkQ0ejxX', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0qRR9d89hIS0MHRkQ0ejxX', 'duration_ms': 142787, 'time_signature': 4}"
67,"{'danceability': 0.568, 'energy': 0.674, 'key': 3, 'loudness': -5.194, 'mode': 0, 'speechiness': 0.0301, 'acousticness': 0.13, 'instrumentalness': 0.0634, 'liveness': 0.431, 'valence': 0.512, 'tempo': 93.194, 'type': 'audio_features', 'id': '2xcRTNxhhCL5HbCp4UGkjh', 'uri': 'spotify:track:2xcRTNxhhCL5HbCp4UGkjh', 'track_href': 'https://api.spotify.com/v1/tracks/2xcRTNxhhCL5HbCp4UGkjh', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2xcRTNxhhCL5HbCp4UGkjh', 'duration_ms': 212746, 'time_signature': 4}"
68,"{'danceability': 0.808, 'energy': 0.535, 'key': 1, 'loudness': -12.521, 'mode': 1, 'speechiness': 0.0353, 'acousticness': 0.179, 'instrumentalness': 9.91e-05, 'liveness': 0.158, 'valence': 0.848, 'tempo': 114.031, 'type': 'audio_features', 'id': '7oOOI85fVQvVnK5ynNMdW7', 'uri': 'spotify:track:7oOOI85fVQvVnK5ynNMdW7', 'track_href': 'https://api.spotify.com/v1/tracks/7oOOI85fVQvVnK5ynNMdW7', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7oOOI85fVQvVnK5ynNMdW7', 'duration_ms': 220627, 'time_signature': 4}"
69,"{'danceability': 0.563, 'energy': 0.378, 'key': 1, 'loudness': -10.709, 'mode': 1, 'speechiness': 0.0446, 'acousticness': 0.704, 'instrumentalness': 0.0176, 'liveness': 0.0786, 'valence': 0.171, 'tempo': 175.832, 'type': 'audio_features', 'id': '3AVK5d4yLf0faUVXZDofW0', 'uri': 'spotify:track:3AVK5d4yLf0faUVXZDofW0', 'track_href': 'https://api.spotify.com/v1/tracks/3AVK5d4yLf0faUVXZDofW0', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3AVK5d4yLf0faUVXZDofW0', 'duration_ms': 219545, 'time_signature': 4}"
70,"{'danceability': 0.753, 'energy': 0.488, 'key': 7, 'loudness': -5.796, 'mode': 1, 'speechiness': 0.0389, 'acousticness': 0.0775, 'instrumentalness': 0.0813, 'liveness': 0.145, 'valence': 0.962, 'tempo': 130.022, 'type': 'audio_features', 'id': '6Eu9dVxw0Q8osA4Yl4O6J4', 'uri': 'spotify:track:6Eu9dVxw0Q8osA4Yl4O6J4', 'track_href': 'https://api.spotify.com/v1/tracks/6Eu9dVxw0Q8osA4Yl4O6J4', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6Eu9dVxw0Q8osA4Yl4O6J4', 'duration_ms': 215027, 'time_signature': 4}"
71,"{'danceability': 0.594, 'energy': 0.663, 'key': 6, 'loudness': -7.588, 'mode': 1, 'speechiness': 0.0292, 'acousticness': 0.00512, 'instrumentalness': 0.123, 'liveness': 0.162, 'valence': 0.806, 'tempo': 111.123, 'type': 'audio_features', 'id': '7KmawNv6JUgZ54gSyVF6VQ', 'uri': 'spotify:track:7KmawNv6JUgZ54gSyVF6VQ', 'track_href': 'https://api.spotify.com/v1/tracks/7KmawNv6JUgZ54gSyVF6VQ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7KmawNv6JUgZ54gSyVF6VQ', 'duration_ms': 182607, 'time_signature': 4}"
72,"{'danceability': 0.389, 'energy': 0.55, 'key': 7, 'loudness': -7.988, 'mode': 1, 'speechiness': 0.0279, 'acousticness': 0.596, 'instrumentalness': 0.88, 'liveness': 0.188, 'valence': 0.237, 'tempo': 89.793, 'type': 'audio_features', 'id': '13NFFnq1G7R5PeraCaQfBA', 'uri': 'spotify:track:13NFFnq1G7R5PeraCaQfBA', 'track_href': 'https://api.spotify.com/v1/tracks/13NFFnq1G7R5PeraCaQfBA', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/13NFFnq1G7R5PeraCaQfBA', 'duration_ms': 252827, 'time_signature': 4}"
73,"{'danceability': 0.541, 'energy': 0.91, 'key': 5, 'loudness': -4.624, 'mode': 0, 'speechiness': 0.0397, 'acousticness': 7.22e-05, 'instrumentalness': 6.14e-05, 'liveness': 0.0676, 'valence': 0.82, 'tempo': 102.019, 'type': 'audio_features', 'id': '44N0z4tz7hIZLA6N80uT9A', 'uri': 'spotify:track:44N0z4tz7hIZLA6N80uT9A', 'track_href': 'https://api.spotify.com/v1/tracks/44N0z4tz7hIZLA6N80uT9A', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/44N0z4tz7hIZLA6N80uT9A', 'duration_ms': 216600, 'time_signature': 4}"
74,"{'danceability': 0.63, 'energy': 0.874, 'key': 1, 'loudness': -4.183, 'mode': 0, 'speechiness': 0.0425, 'acousticness': 0.546, 'instrumentalness': 0.661, 'liveness': 0.281, 'valence': 0.747, 'tempo': 135.973, 'type': 'audio_features', 'id': '6dhaX8fxmnXNZuOxmxyrvD', 'uri': 'spotify:track:6dhaX8fxmnXNZuOxmxyrvD', 'track_href': 'https://api.spotify.com/v1/tracks/6dhaX8fxmnXNZuOxmxyrvD', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6dhaX8fxmnXNZuOxmxyrvD', 'duration_ms': 217538, 'time_signature': 4}"
75,"{'danceability': 0.82, 'energy': 0.579, 'key': 5, 'loudness': -9.601, 'mode': 1, 'speechiness': 0.0279, 'acousticness': 0.196, 'instrumentalness': 0.184, 'liveness': 0.113, 'valence': 0.847, 'tempo': 104.928, 'type': 'audio_features', 'id': '4xF9zRaPdnrLU7QmVMKOzR', 'uri': 'spotify:track:4xF9zRaPdnrLU7QmVMKOzR', 'track_href': 'https://api.spotify.com/v1/tracks/4xF9zRaPdnrLU7QmVMKOzR', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4xF9zRaPdnrLU7QmVMKOzR', 'duration_ms': 166213, 'time_signature': 4}"
76,"{'danceability': 0.692, 'energy': 0.546, 'key': 5, 'loudness': -7.33, 'mode': 1, 'speechiness': 0.0262, 'acousticness': 0.696, 'instrumentalness': 0.415, 'liveness': 0.302, 'valence': 0.483, 'tempo': 95.042, 'type': 'audio_features', 'id': '3iFYY09Z5yoNy1QnJBt4AR', 'uri': 'spotify:track:3iFYY09Z5yoNy1QnJBt4AR', 'track_href': 'https://api.spotify.com/v1/tracks/3iFYY09Z5yoNy1QnJBt4AR', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3iFYY09Z5yoNy1QnJBt4AR', 'duration_ms': 194418, 'time_signature': 4}"
77,"{'danceability': 0.772, 'energy': 0.715, 'key': 11, 'loudness': -8.792, 'mode': 0, 'speechiness': 0.0492, 'acousticness': 0.0741, 'instrumentalness': 0.000117, 'liveness': 0.0538, 'valence': 0.57, 'tempo': 119.979, 'type': 'audio_features', 'id': '6GC7t4D8yPZr8gnyxMTBwz', 'uri': 'spotify:track:6GC7t4D8yPZr8gnyxMTBwz', 'track_href': 'https://api.spotify.com/v1/tracks/6GC7t4D8yPZr8gnyxMTBwz', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6GC7t4D8yPZr8gnyxMTBwz', 'duration_ms': 159047, 'time_signature': 4}"
78,"{'danceability': 0.827, 'energy': 0.769, 'key': 7, 'loudness': -4.058, 'mode': 1, 'speechiness': 0.126, 'acousticness': 0.209, 'instrumentalness': 9.54e-05, 'liveness': 0.091, 'valence': 0.491, 'tempo': 93.986, 'type': 'audio_features', 'id': '556l9P7WVZVyYUBjT1YFTT', 'uri': 'spotify:track:556l9P7WVZVyYUBjT1YFTT', 'track_href': 'https://api.spotify.com/v1/tracks/556l9P7WVZVyYUBjT1YFTT', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/556l9P7WVZVyYUBjT1YFTT', 'duration_ms': 164681, 'time_signature': 4}"
79,"{'danceability': 0.687, 'energy': 0.721, 'key': 7, 'loudness': -5.757, 'mode': 1, 'speechiness': 0.0349, 'acousticness': 0.0275, 'instrumentalness': 0.0104, 'liveness': 0.36, 'valence': 0.614, 'tempo': 136.635, 'type': 'audio_features', 'id': '6B3bNP0x4vyKM9aYWRvzVf', 'uri': 'spotify:track:6B3bNP0x4vyKM9aYWRvzVf', 'track_href': 'https://api.spotify.com/v1/tracks/6B3bNP0x4vyKM9aYWRvzVf', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6B3bNP0x4vyKM9aYWRvzVf', 'duration_ms': 142769, 'time_signature': 4}"
80,"{'danceability': 0.57, 'energy': 0.75, 'key': 10, 'loudness': -7.193, 'mode': 0, 'speechiness': 0.0383, 'acousticness': 0.0177, 'instrumentalness': 0.00247, 'liveness': 0.197, 'valence': 0.578, 'tempo': 140.063, 'type': 'audio_features', 'id': '6KKHXbJtnJPjla3V49YPac', 'uri': 'spotify:track:6KKHXbJtnJPjla3V49YPac', 'track_href': 'https://api.spotify.com/v1/tracks/6KKHXbJtnJPjla3V49YPac', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6KKHXbJtnJPjla3V49YPac', 'duration_ms': 212701, 'time_signature': 4}"
81,"{'danceability': 0.575, 'energy': 0.518, 'key': 11, 'loudness': -8.933, 'mode': 1, 'speechiness': 0.0282, 'acousticness': 0.284, 'instrumentalness': 0.938, 'liveness': 0.104, 'valence': 0.439, 'tempo': 124.029, 'type': 'audio_features', 'id': '6xJSVfI6xi51iJrbm9KjXb', 'uri': 'spotify:track:6xJSVfI6xi51iJrbm9KjXb', 'track_href': 'https://api.spotify.com/v1/tracks/6xJSVfI6xi51iJrbm9KjXb', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6xJSVfI6xi51iJrbm9KjXb', 'duration_ms': 209274, 'time_signature': 4}"
82,"{'danceability': 0.72, 'energy': 0.677, 'key': 11, 'loudness': -9.202, 'mode': 0, 'speechiness': 0.0245, 'acousticness': 0.0729, 'instrumentalness': 0.000103, 'liveness': 0.397, 'valence': 0.822, 'tempo': 109.401, 'type': 'audio_features', 'id': '6JZv5f9ufV0Uz7VbGpd2DL', 'uri': 'spotify:track:6JZv5f9ufV0Uz7VbGpd2DL', 'track_href': 'https://api.spotify.com/v1/tracks/6JZv5f9ufV0Uz7VbGpd2DL', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6JZv5f9ufV0Uz7VbGpd2DL', 'duration_ms': 219646, 'time_signature': 4}"
83,"{'danceability': 0.828, 'energy': 0.538, 'key': 5, 'loudness': -8.559, 'mode': 0, 'speechiness': 0.0383, 'acousticness': 0.276, 'instrumentalness': 0.0485, 'liveness': 0.0828, 'valence': 0.701, 'tempo': 115.046, 'type': 'audio_features', 'id': '1xpnkMYroPcpCwQmf9Z5sS', 'uri': 'spotify:track:1xpnkMYroPcpCwQmf9Z5sS', 'track_href': 'https://api.spotify.com/v1/tracks/1xpnkMYroPcpCwQmf9Z5sS', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1xpnkMYroPcpCwQmf9Z5sS', 'duration_ms': 169067, 'time_signature': 4}"
84,"{'danceability': 0.536, 'energy': 0.526, 'key': 0, 'loudness': -9.754, 'mode': 1, 'speechiness': 0.181, 'acousticness': 0.159, 'instrumentalness': 0.847, 'liveness': 0.128, 'valence': 0.434, 'tempo': 167.608, 'type': 'audio_features', 'id': '1cCbsojaA6GIT7Y3zuMJ1q', 'uri': 'spotify:track:1cCbsojaA6GIT7Y3zuMJ1q', 'track_href': 'https://api.spotify.com/v1/tracks/1cCbsojaA6GIT7Y3zuMJ1q', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1cCbsojaA6GIT7Y3zuMJ1q', 'duration_ms': 107533, 'time_signature': 4}"
85,"{'danceability': 0.333, 'energy': 0.784, 'key': 3, 'loudness': -4.112, 'mode': 1, 'speechiness': 0.0335, 'acousticness': 0.0296, 'instrumentalness': 0.943, 'liveness': 0.411, 'valence': 0.457, 'tempo': 140.078, 'type': 'audio_features', 'id': '23U85c6t5E3kjqTHrqpRzW', 'uri': 'spotify:track:23U85c6t5E3kjqTHrqpRzW', 'track_href': 'https://api.spotify.com/v1/tracks/23U85c6t5E3kjqTHrqpRzW', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/23U85c6t5E3kjqTHrqpRzW', 'duration_ms': 279350, 'time_signature': 4}"
