,0
44,"{'danceability': 0.464, 'energy': 0.76, 'key': 5, 'loudness': -5.938, 'mode': 1, 'speechiness': 0.0296, 'acousticness': 0.302, 'instrumentalness': 1.87e-05, 'liveness': 0.349, 'valence': 0.392, 'tempo': 87.982, 'type': 'audio_features', 'id': '6zkUA9gcgPJHaGQcSQBVC6', 'uri': 'spotify:track:6zkUA9gcgPJHaGQcSQBVC6', 'track_href': 'https://api.spotify.com/v1/tracks/6zkUA9gcgPJHaGQcSQBVC6', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6zkUA9gcgPJHaGQcSQBVC6', 'duration_ms': 250948, 'time_signature': 4}"
45,"{'danceability': 0.656, 'energy': 0.828, 'key': 1, 'loudness': -5.045, 'mode': 0, 'speechiness': 0.0504, 'acousticness': 0.000331, 'instrumentalness': 0.486, 'liveness': 0.197, 'valence': 0.437, 'tempo': 121.991, 'type': 'audio_features', 'id': '6MtIerVDZGoo78DJqT4HoJ', 'uri': 'spotify:track:6MtIerVDZGoo78DJqT4HoJ', 'track_href': 'https://api.spotify.com/v1/tracks/6MtIerVDZGoo78DJqT4HoJ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6MtIerVDZGoo78DJqT4HoJ', 'duration_ms': 158027, 'time_signature': 4}"
46,"{'danceability': 0.606, 'energy': 0.915, 'key': 10, 'loudness': -3.292, 'mode': 0, 'speechiness': 0.166, 'acousticness': 0.259, 'instrumentalness': 0.107, 'liveness': 0.105, 'valence': 0.551, 'tempo': 100.433, 'type': 'audio_features', 'id': '2lrRWbiHPdBicufAqrGN3r', 'uri': 'spotify:track:2lrRWbiHPdBicufAqrGN3r', 'track_href': 'https://api.spotify.com/v1/tracks/2lrRWbiHPdBicufAqrGN3r', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2lrRWbiHPdBicufAqrGN3r', 'duration_ms': 232547, 'time_signature': 4}"
47,"{'danceability': 0.456, 'energy': 0.731, 'key': 9, 'loudness': -10.366, 'mode': 1, 'speechiness': 0.0571, 'acousticness': 0.00844, 'instrumentalness': 0.00149, 'liveness': 0.17, 'valence': 0.604, 'tempo': 100.321, 'type': 'audio_features', 'id': '0AchNkF0dOqVlZoOhkTvRf', 'uri': 'spotify:track:0AchNkF0dOqVlZoOhkTvRf', 'track_href': 'https://api.spotify.com/v1/tracks/0AchNkF0dOqVlZoOhkTvRf', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0AchNkF0dOqVlZoOhkTvRf', 'duration_ms': 259267, 'time_signature': 4}"
48,"{'danceability': 0.577, 'energy': 0.349, 'key': 4, 'loudness': -7.957, 'mode': 1, 'speechiness': 0.0251, 'acousticness': 0.764, 'instrumentalness': 0.000157, 'liveness': 0.103, 'valence': 0.209, 'tempo': 130.136, 'type': 'audio_features', 'id': '3UTD8DQ1liGCFd9lE0gQDR', 'uri': 'spotify:track:3UTD8DQ1liGCFd9lE0gQDR', 'track_href': 'https://api.spotify.com/v1/tracks/3UTD8DQ1liGCFd9lE0gQDR', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3UTD8DQ1liGCFd9lE0gQDR', 'duration_ms': 232440, 'time_signature': 3}"
49,"{'danceability': 0.508, 'energy': 0.842, 'key': 1, 'loudness': -4.372, 'mode': 1, 'speechiness': 0.0281, 'acousticness': 0.000433, 'instrumentalness': 5.08e-06, 'liveness': 0.185, 'valence': 0.712, 'tempo': 95.983, 'type': 'audio_features', 'id': '5Sx7Z0S2kktzKsmQHBZey0', 'uri': 'spotify:track:5Sx7Z0S2kktzKsmQHBZey0', 'track_href': 'https://api.spotify.com/v1/tracks/5Sx7Z0S2kktzKsmQHBZey0', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5Sx7Z0S2kktzKsmQHBZey0', 'duration_ms': 214786, 'time_signature': 4}"
50,"{'danceability': 0.801, 'energy': 0.795, 'key': 1, 'loudness': -5.115, 'mode': 0, 'speechiness': 0.0504, 'acousticness': 0.0417, 'instrumentalness': 0.000113, 'liveness': 0.0717, 'valence': 0.754, 'tempo': 79.028, 'type': 'audio_features', 'id': '6QgjcU0zLnzq5OrUoSZ3OK', 'uri': 'spotify:track:6QgjcU0zLnzq5OrUoSZ3OK', 'track_href': 'https://api.spotify.com/v1/tracks/6QgjcU0zLnzq5OrUoSZ3OK', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6QgjcU0zLnzq5OrUoSZ3OK', 'duration_ms': 163253, 'time_signature': 4}"
51,"{'danceability': 0.699, 'energy': 0.601, 'key': 0, 'loudness': -6.48, 'mode': 1, 'speechiness': 0.0304, 'acousticness': 0.0972, 'instrumentalness': 1.17e-05, 'liveness': 0.562, 'valence': 0.434, 'tempo': 98.04, 'type': 'audio_features', 'id': '6olUplztLFFfU7fMYmFXOP', 'uri': 'spotify:track:6olUplztLFFfU7fMYmFXOP', 'track_href': 'https://api.spotify.com/v1/tracks/6olUplztLFFfU7fMYmFXOP', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6olUplztLFFfU7fMYmFXOP', 'duration_ms': 252013, 'time_signature': 4}"
52,"{'danceability': 0.7, 'energy': 0.934, 'key': 6, 'loudness': -5.941, 'mode': 0, 'speechiness': 0.17, 'acousticness': 0.0857, 'instrumentalness': 0.226, 'liveness': 0.114, 'valence': 0.224, 'tempo': 92.973, 'type': 'audio_features', 'id': '2uBhGx3m5iJrtsql8Qk00j', 'uri': 'spotify:track:2uBhGx3m5iJrtsql8Qk00j', 'track_href': 'https://api.spotify.com/v1/tracks/2uBhGx3m5iJrtsql8Qk00j', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2uBhGx3m5iJrtsql8Qk00j', 'duration_ms': 145947, 'time_signature': 4}"
53,"{'danceability': 0.415, 'energy': 0.702, 'key': 2, 'loudness': -3.73, 'mode': 1, 'speechiness': 0.04, 'acousticness': 0.109, 'instrumentalness': 0, 'liveness': 0.119, 'valence': 0.68, 'tempo': 129.682, 'type': 'audio_features', 'id': '4o9jb1jtIFCYJUkrEX9B2w', 'uri': 'spotify:track:4o9jb1jtIFCYJUkrEX9B2w', 'track_href': 'https://api.spotify.com/v1/tracks/4o9jb1jtIFCYJUkrEX9B2w', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4o9jb1jtIFCYJUkrEX9B2w', 'duration_ms': 158533, 'time_signature': 4}"
54,"{'danceability': 0.924, 'energy': 0.386, 'key': 9, 'loudness': -8.183, 'mode': 1, 'speechiness': 0.0548, 'acousticness': 0.755, 'instrumentalness': 0.00253, 'liveness': 0.118, 'valence': 0.424, 'tempo': 108.957, 'type': 'audio_features', 'id': '2a56L9B8RtB4vhzXCYAFFU', 'uri': 'spotify:track:2a56L9B8RtB4vhzXCYAFFU', 'track_href': 'https://api.spotify.com/v1/tracks/2a56L9B8RtB4vhzXCYAFFU', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2a56L9B8RtB4vhzXCYAFFU', 'duration_ms': 179125, 'time_signature': 4}"
55,"{'danceability': 0.617, 'energy': 0.536, 'key': 3, 'loudness': -6.258, 'mode': 1, 'speechiness': 0.0232, 'acousticness': 0.115, 'instrumentalness': 1.95e-06, 'liveness': 0.108, 'valence': 0.429, 'tempo': 92.72, 'type': 'audio_features', 'id': '0bQQsSXb143RQIKCTAnc82', 'uri': 'spotify:track:0bQQsSXb143RQIKCTAnc82', 'track_href': 'https://api.spotify.com/v1/tracks/0bQQsSXb143RQIKCTAnc82', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0bQQsSXb143RQIKCTAnc82', 'duration_ms': 265467, 'time_signature': 4}"
56,"{'danceability': 0.454, 'energy': 0.814, 'key': 7, 'loudness': -3.539, 'mode': 1, 'speechiness': 0.0393, 'acousticness': 0.184, 'instrumentalness': 0, 'liveness': 0.183, 'valence': 0.162, 'tempo': 123.885, 'type': 'audio_features', 'id': '0esd0AL4TygoM6UuUIxmd8', 'uri': 'spotify:track:0esd0AL4TygoM6UuUIxmd8', 'track_href': 'https://api.spotify.com/v1/tracks/0esd0AL4TygoM6UuUIxmd8', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0esd0AL4TygoM6UuUIxmd8', 'duration_ms': 224933, 'time_signature': 4}"
57,"{'danceability': 0.624, 'energy': 0.85, 'key': 4, 'loudness': -4.722, 'mode': 1, 'speechiness': 0.0335, 'acousticness': 0.335, 'instrumentalness': 0.01, 'liveness': 0.0973, 'valence': 0.386, 'tempo': 119.801, 'type': 'audio_features', 'id': '2H3skiFwfxHRU82CUPeU95', 'uri': 'spotify:track:2H3skiFwfxHRU82CUPeU95', 'track_href': 'https://api.spotify.com/v1/tracks/2H3skiFwfxHRU82CUPeU95', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2H3skiFwfxHRU82CUPeU95', 'duration_ms': 144200, 'time_signature': 4}"
58,"{'danceability': 0.749, 'energy': 0.714, 'key': 4, 'loudness': -5.055, 'mode': 1, 'speechiness': 0.199, 'acousticness': 0.102, 'instrumentalness': 0.00794, 'liveness': 0.173, 'valence': 0.782, 'tempo': 96.515, 'type': 'audio_features', 'id': '7cXTeKWKBt9IPEado3XGpk', 'uri': 'spotify:track:7cXTeKWKBt9IPEado3XGpk', 'track_href': 'https://api.spotify.com/v1/tracks/7cXTeKWKBt9IPEado3XGpk', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7cXTeKWKBt9IPEado3XGpk', 'duration_ms': 189827, 'time_signature': 4}"
59,"{'danceability': 0.774, 'energy': 0.641, 'key': 1, 'loudness': -10.193, 'mode': 1, 'speechiness': 0.0799, 'acousticness': 0.0765, 'instrumentalness': 0, 'liveness': 0.0867, 'valence': 0.875, 'tempo': 113.256, 'type': 'audio_features', 'id': '3qI94hINNNeb4S7xQi18lS', 'uri': 'spotify:track:3qI94hINNNeb4S7xQi18lS', 'track_href': 'https://api.spotify.com/v1/tracks/3qI94hINNNeb4S7xQi18lS', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3qI94hINNNeb4S7xQi18lS', 'duration_ms': 214200, 'time_signature': 4}"
60,"{'danceability': 0.31, 'energy': 0.802, 'key': 0, 'loudness': -6.012, 'mode': 1, 'speechiness': 0.0431, 'acousticness': 0.249, 'instrumentalness': 0.00105, 'liveness': 0.379, 'valence': 0.404, 'tempo': 79.141, 'type': 'audio_features', 'id': '1d5Z71RIuFK35ado5F5oG9', 'uri': 'spotify:track:1d5Z71RIuFK35ado5F5oG9', 'track_href': 'https://api.spotify.com/v1/tracks/1d5Z71RIuFK35ado5F5oG9', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1d5Z71RIuFK35ado5F5oG9', 'duration_ms': 253457, 'time_signature': 4}"
61,"{'danceability': 0.631, 'energy': 0.729, 'key': 4, 'loudness': -6.4, 'mode': 1, 'speechiness': 0.0459, 'acousticness': 0.204, 'instrumentalness': 0.00543, 'liveness': 0.136, 'valence': 0.469, 'tempo': 122.049, 'type': 'audio_features', 'id': '42kJ4xNjMHEeIuLxfIUOYd', 'uri': 'spotify:track:42kJ4xNjMHEeIuLxfIUOYd', 'track_href': 'https://api.spotify.com/v1/tracks/42kJ4xNjMHEeIuLxfIUOYd', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/42kJ4xNjMHEeIuLxfIUOYd', 'duration_ms': 237587, 'time_signature': 4}"
62,"{'danceability': 0.658, 'energy': 0.883, 'key': 9, 'loudness': -6.996, 'mode': 1, 'speechiness': 0.0317, 'acousticness': 0.00286, 'instrumentalness': 0.000255, 'liveness': 0.119, 'valence': 0.761, 'tempo': 130.041, 'type': 'audio_features', 'id': '6DNBziEP6Vd7J3OY9Xgp22', 'uri': 'spotify:track:6DNBziEP6Vd7J3OY9Xgp22', 'track_href': 'https://api.spotify.com/v1/tracks/6DNBziEP6Vd7J3OY9Xgp22', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6DNBziEP6Vd7J3OY9Xgp22', 'duration_ms': 208876, 'time_signature': 4}"
63,"{'danceability': 0.702, 'energy': 0.549, 'key': 0, 'loudness': -8.466, 'mode': 1, 'speechiness': 0.0254, 'acousticness': 0.178, 'instrumentalness': 0.00307, 'liveness': 0.211, 'valence': 0.846, 'tempo': 110.844, 'type': 'audio_features', 'id': '0AU6pV4oIsdpKRrGnVLkLZ', 'uri': 'spotify:track:0AU6pV4oIsdpKRrGnVLkLZ', 'track_href': 'https://api.spotify.com/v1/tracks/0AU6pV4oIsdpKRrGnVLkLZ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0AU6pV4oIsdpKRrGnVLkLZ', 'duration_ms': 189227, 'time_signature': 4}"
64,"{'danceability': 0.804, 'energy': 0.581, 'key': 8, 'loudness': -4.733, 'mode': 0, 'speechiness': 0.107, 'acousticness': 0.428, 'instrumentalness': 0.000112, 'liveness': 0.17, 'valence': 0.417, 'tempo': 95.033, 'type': 'audio_features', 'id': '6k8Z9CtoRLk9mXarke5LHQ', 'uri': 'spotify:track:6k8Z9CtoRLk9mXarke5LHQ', 'track_href': 'https://api.spotify.com/v1/tracks/6k8Z9CtoRLk9mXarke5LHQ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6k8Z9CtoRLk9mXarke5LHQ', 'duration_ms': 183158, 'time_signature': 4}"
65,"{'danceability': 0.479, 'energy': 0.323, 'key': 0, 'loudness': -8.927, 'mode': 1, 'speechiness': 0.0402, 'acousticness': 0.807, 'instrumentalness': 0.000328, 'liveness': 0.598, 'valence': 0.389, 'tempo': 137.992, 'type': 'audio_features', 'id': '28hiizW0FA09R3f7hcf73z', 'uri': 'spotify:track:28hiizW0FA09R3f7hcf73z', 'track_href': 'https://api.spotify.com/v1/tracks/28hiizW0FA09R3f7hcf73z', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/28hiizW0FA09R3f7hcf73z', 'duration_ms': 311101, 'time_signature': 4}"
66,"{'danceability': 0.623, 'energy': 0.873, 'key': 9, 'loudness': -6.5, 'mode': 1, 'speechiness': 0.0315, 'acousticness': 0.145, 'instrumentalness': 0.903, 'liveness': 0.29, 'valence': 0.45, 'tempo': 130.031, 'type': 'audio_features', 'id': '0UzSlzbfo097FjnEzMe7Wt', 'uri': 'spotify:track:0UzSlzbfo097FjnEzMe7Wt', 'track_href': 'https://api.spotify.com/v1/tracks/0UzSlzbfo097FjnEzMe7Wt', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0UzSlzbfo097FjnEzMe7Wt', 'duration_ms': 277615, 'time_signature': 4}"
67,"{'danceability': 0.443, 'energy': 0.719, 'key': 5, 'loudness': -5.555, 'mode': 1, 'speechiness': 0.033, 'acousticness': 0.0225, 'instrumentalness': 0, 'liveness': 0.227, 'valence': 0.559, 'tempo': 155.895, 'type': 'audio_features', 'id': '0scQIzgcOhnmfqfOTpRUFH', 'uri': 'spotify:track:0scQIzgcOhnmfqfOTpRUFH', 'track_href': 'https://api.spotify.com/v1/tracks/0scQIzgcOhnmfqfOTpRUFH', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0scQIzgcOhnmfqfOTpRUFH', 'duration_ms': 212885, 'time_signature': 4}"
68,"{'danceability': 0.799, 'energy': 0.539, 'key': 1, 'loudness': -6.351, 'mode': 1, 'speechiness': 0.0421, 'acousticness': 0.199, 'instrumentalness': 1.66e-05, 'liveness': 0.165, 'valence': 0.394, 'tempo': 136.948, 'type': 'audio_features', 'id': '5Z3GHaZ6ec9bsiI5BenrbY', 'uri': 'spotify:track:5Z3GHaZ6ec9bsiI5BenrbY', 'track_href': 'https://api.spotify.com/v1/tracks/5Z3GHaZ6ec9bsiI5BenrbY', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5Z3GHaZ6ec9bsiI5BenrbY', 'duration_ms': 202547, 'time_signature': 4}"
69,"{'danceability': 0.573, 'energy': 0.473, 'key': 8, 'loudness': -10.839, 'mode': 0, 'speechiness': 0.0268, 'acousticness': 0.0944, 'instrumentalness': 0.397, 'liveness': 0.199, 'valence': 0.515, 'tempo': 77.494, 'type': 'audio_features', 'id': '36rqjSUBaArtMBLWrzwInc', 'uri': 'spotify:track:36rqjSUBaArtMBLWrzwInc', 'track_href': 'https://api.spotify.com/v1/tracks/36rqjSUBaArtMBLWrzwInc', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/36rqjSUBaArtMBLWrzwInc', 'duration_ms': 227653, 'time_signature': 4}"
70,"{'danceability': 0.536, 'energy': 0.547, 'key': 0, 'loudness': -7.059, 'mode': 1, 'speechiness': 0.0423, 'acousticness': 0.483, 'instrumentalness': 0, 'liveness': 0.402, 'valence': 0.587, 'tempo': 76.28, 'type': 'audio_features', 'id': '5cDBGN4oEQKklBsbncwn0P', 'uri': 'spotify:track:5cDBGN4oEQKklBsbncwn0P', 'track_href': 'https://api.spotify.com/v1/tracks/5cDBGN4oEQKklBsbncwn0P', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5cDBGN4oEQKklBsbncwn0P', 'duration_ms': 284105, 'time_signature': 4}"
71,"{'danceability': 0.648, 'energy': 0.68, 'key': 1, 'loudness': -8.627, 'mode': 1, 'speechiness': 0.0296, 'acousticness': 0.0174, 'instrumentalness': 0.38, 'liveness': 0.109, 'valence': 0.756, 'tempo': 147.019, 'type': 'audio_features', 'id': '6nrSYLPSTGj3YBeZGaClZs', 'uri': 'spotify:track:6nrSYLPSTGj3YBeZGaClZs', 'track_href': 'https://api.spotify.com/v1/tracks/6nrSYLPSTGj3YBeZGaClZs', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6nrSYLPSTGj3YBeZGaClZs', 'duration_ms': 275018, 'time_signature': 4}"
72,"{'danceability': 0.572, 'energy': 0.974, 'key': 2, 'loudness': -3.967, 'mode': 0, 'speechiness': 0.0516, 'acousticness': 0.00308, 'instrumentalness': 0.00602, 'liveness': 0.116, 'valence': 0.498, 'tempo': 156.011, 'type': 'audio_features', 'id': '37VLtrHjHXc4zFtcy0lhGo', 'uri': 'spotify:track:37VLtrHjHXc4zFtcy0lhGo', 'track_href': 'https://api.spotify.com/v1/tracks/37VLtrHjHXc4zFtcy0lhGo', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/37VLtrHjHXc4zFtcy0lhGo', 'duration_ms': 245000, 'time_signature': 4}"
73,"{'danceability': 0.546, 'energy': 0.671, 'key': 8, 'loudness': -9.663, 'mode': 1, 'speechiness': 0.0761, 'acousticness': 6.95e-05, 'instrumentalness': 0.0157, 'liveness': 0.217, 'valence': 0.38, 'tempo': 128.011, 'type': 'audio_features', 'id': '5w3sSemDGQuDF1DHTo4cCd', 'uri': 'spotify:track:5w3sSemDGQuDF1DHTo4cCd', 'track_href': 'https://api.spotify.com/v1/tracks/5w3sSemDGQuDF1DHTo4cCd', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5w3sSemDGQuDF1DHTo4cCd', 'duration_ms': 194987, 'time_signature': 4}"
74,"{'danceability': 0.762, 'energy': 0.521, 'key': 4, 'loudness': -11.356, 'mode': 1, 'speechiness': 0.0425, 'acousticness': 0.19, 'instrumentalness': 0.328, 'liveness': 0.113, 'valence': 0.32, 'tempo': 119.979, 'type': 'audio_features', 'id': '2dnX0TVZuVMFuteWtamCLL', 'uri': 'spotify:track:2dnX0TVZuVMFuteWtamCLL', 'track_href': 'https://api.spotify.com/v1/tracks/2dnX0TVZuVMFuteWtamCLL', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2dnX0TVZuVMFuteWtamCLL', 'duration_ms': 194733, 'time_signature': 4}"
75,"{'danceability': 0.836, 'energy': 0.626, 'key': 9, 'loudness': -10.143, 'mode': 0, 'speechiness': 0.0335, 'acousticness': 0.0943, 'instrumentalness': 0.742, 'liveness': 0.153, 'valence': 0.898, 'tempo': 114.657, 'type': 'audio_features', 'id': '58r4JuwHhXLAkttkaUZfLw', 'uri': 'spotify:track:58r4JuwHhXLAkttkaUZfLw', 'track_href': 'https://api.spotify.com/v1/tracks/58r4JuwHhXLAkttkaUZfLw', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/58r4JuwHhXLAkttkaUZfLw', 'duration_ms': 307947, 'time_signature': 4}"
76,"{'danceability': 0.615, 'energy': 0.76, 'key': 7, 'loudness': -5.602, 'mode': 1, 'speechiness': 0.0384, 'acousticness': 0.26, 'instrumentalness': 2.71e-05, 'liveness': 0.123, 'valence': 0.623, 'tempo': 142.987, 'type': 'audio_features', 'id': '4S9tF33xlAHn2P9KxkNqP7', 'uri': 'spotify:track:4S9tF33xlAHn2P9KxkNqP7', 'track_href': 'https://api.spotify.com/v1/tracks/4S9tF33xlAHn2P9KxkNqP7', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4S9tF33xlAHn2P9KxkNqP7', 'duration_ms': 222708, 'time_signature': 4}"
77,"{'danceability': 0.684, 'energy': 0.49, 'key': 7, 'loudness': -16.223, 'mode': 1, 'speechiness': 0.111, 'acousticness': 0.335, 'instrumentalness': 0.0574, 'liveness': 0.171, 'valence': 0.658, 'tempo': 97.878, 'type': 'audio_features', 'id': '3hNKgQkCSn8eGTfyfiGWN3', 'uri': 'spotify:track:3hNKgQkCSn8eGTfyfiGWN3', 'track_href': 'https://api.spotify.com/v1/tracks/3hNKgQkCSn8eGTfyfiGWN3', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3hNKgQkCSn8eGTfyfiGWN3', 'duration_ms': 228853, 'time_signature': 4}"
78,"{'danceability': 0.579, 'energy': 0.558, 'key': 2, 'loudness': -6.986, 'mode': 1, 'speechiness': 0.0895, 'acousticness': 0.0202, 'instrumentalness': 1.26e-06, 'liveness': 0.212, 'valence': 0.506, 'tempo': 179.949, 'type': 'audio_features', 'id': '7nzsY8vlnKdvGOEE0rjAXZ', 'uri': 'spotify:track:7nzsY8vlnKdvGOEE0rjAXZ', 'track_href': 'https://api.spotify.com/v1/tracks/7nzsY8vlnKdvGOEE0rjAXZ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7nzsY8vlnKdvGOEE0rjAXZ', 'duration_ms': 207357, 'time_signature': 4}"
79,"{'danceability': 0.633, 'energy': 0.65, 'key': 5, 'loudness': -6.227, 'mode': 0, 'speechiness': 0.0317, 'acousticness': 0.00151, 'instrumentalness': 0, 'liveness': 0.0963, 'valence': 0.7, 'tempo': 122.997, 'type': 'audio_features', 'id': '426Ng1Y6nuBaZ3ch9eZgKO', 'uri': 'spotify:track:426Ng1Y6nuBaZ3ch9eZgKO', 'track_href': 'https://api.spotify.com/v1/tracks/426Ng1Y6nuBaZ3ch9eZgKO', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/426Ng1Y6nuBaZ3ch9eZgKO', 'duration_ms': 240952, 'time_signature': 4}"
80,"{'danceability': 0.379, 'energy': 0.781, 'key': 8, 'loudness': -5.756, 'mode': 1, 'speechiness': 0.0738, 'acousticness': 0.316, 'instrumentalness': 0.0052, 'liveness': 0.13, 'valence': 0.422, 'tempo': 147.727, 'type': 'audio_features', 'id': '5MoLSEv2WjI8a7G3HLYH4o', 'uri': 'spotify:track:5MoLSEv2WjI8a7G3HLYH4o', 'track_href': 'https://api.spotify.com/v1/tracks/5MoLSEv2WjI8a7G3HLYH4o', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5MoLSEv2WjI8a7G3HLYH4o', 'duration_ms': 337703, 'time_signature': 4}"
81,"{'danceability': 0.383, 'energy': 0.393, 'key': 2, 'loudness': -9.357, 'mode': 1, 'speechiness': 0.0252, 'acousticness': 0.147, 'instrumentalness': 0.00511, 'liveness': 0.142, 'valence': 0.177, 'tempo': 88.127, 'type': 'audio_features', 'id': '6wimdClggXbqamkhOsyRQ9', 'uri': 'spotify:track:6wimdClggXbqamkhOsyRQ9', 'track_href': 'https://api.spotify.com/v1/tracks/6wimdClggXbqamkhOsyRQ9', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6wimdClggXbqamkhOsyRQ9', 'duration_ms': 242430, 'time_signature': 4}"
82,"{'danceability': 0.602, 'energy': 0.915, 'key': 9, 'loudness': -3.62, 'mode': 1, 'speechiness': 0.0541, 'acousticness': 0.0034, 'instrumentalness': 0, 'liveness': 0.0967, 'valence': 0.581, 'tempo': 111.512, 'type': 'audio_features', 'id': '5lO1htX1UPjwyItDLurhR5', 'uri': 'spotify:track:5lO1htX1UPjwyItDLurhR5', 'track_href': 'https://api.spotify.com/v1/tracks/5lO1htX1UPjwyItDLurhR5', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5lO1htX1UPjwyItDLurhR5', 'duration_ms': 198107, 'time_signature': 4}"
83,"{'danceability': 0.516, 'energy': 0.86, 'key': 10, 'loudness': -3.56, 'mode': 0, 'speechiness': 0.0494, 'acousticness': 0.0526, 'instrumentalness': 0, 'liveness': 0.0858, 'valence': 0.35, 'tempo': 173.874, 'type': 'audio_features', 'id': '4CDcp4Yeg46NiWCIfQ44rQ', 'uri': 'spotify:track:4CDcp4Yeg46NiWCIfQ44rQ', 'track_href': 'https://api.spotify.com/v1/tracks/4CDcp4Yeg46NiWCIfQ44rQ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4CDcp4Yeg46NiWCIfQ44rQ', 'duration_ms': 182007, 'time_signature': 4}"
84,"{'danceability': 0.427, 'energy': 0.465, 'key': 6, 'loudness': -6.595, 'mode': 1, 'speechiness': 0.0291, 'acousticness': 0.461, 'instrumentalness': 5.52e-05, 'liveness': 0.154, 'valence': 0.458, 'tempo': 112.137, 'type': 'audio_features', 'id': '5EA06TsQmqmQXZiEhr1AaM', 'uri': 'spotify:track:5EA06TsQmqmQXZiEhr1AaM', 'track_href': 'https://api.spotify.com/v1/tracks/5EA06TsQmqmQXZiEhr1AaM', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5EA06TsQmqmQXZiEhr1AaM', 'duration_ms': 206387, 'time_signature': 3}"
85,"{'danceability': 0.55, 'energy': 0.946, 'key': 4, 'loudness': -2.617, 'mode': 1, 'speechiness': 0.101, 'acousticness': 0.222, 'instrumentalness': 0, 'liveness': 0.869, 'valence': 0.675, 'tempo': 132.043, 'type': 'audio_features', 'id': '2NBII1vxxSw75k7oesMTEq', 'uri': 'spotify:track:2NBII1vxxSw75k7oesMTEq', 'track_href': 'https://api.spotify.com/v1/tracks/2NBII1vxxSw75k7oesMTEq', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2NBII1vxxSw75k7oesMTEq', 'duration_ms': 128650, 'time_signature': 4}"
86,"{'danceability': 0.432, 'energy': 0.914, 'key': 0, 'loudness': -3.856, 'mode': 1, 'speechiness': 0.0547, 'acousticness': 0.0247, 'instrumentalness': 0, 'liveness': 0.358, 'valence': 0.689, 'tempo': 183.039, 'type': 'audio_features', 'id': '4Ouh2eUsh470NyrVhqBeJ7', 'uri': 'spotify:track:4Ouh2eUsh470NyrVhqBeJ7', 'track_href': 'https://api.spotify.com/v1/tracks/4Ouh2eUsh470NyrVhqBeJ7', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4Ouh2eUsh470NyrVhqBeJ7', 'duration_ms': 209760, 'time_signature': 4}"
87,"{'danceability': 0.552, 'energy': 0.933, 'key': 0, 'loudness': -4.493, 'mode': 1, 'speechiness': 0.0519, 'acousticness': 0.239, 'instrumentalness': 0, 'liveness': 0.133, 'valence': 0.625, 'tempo': 139.963, 'type': 'audio_features', 'id': '2pmh5dKk3kPJu388jqyA1T', 'uri': 'spotify:track:2pmh5dKk3kPJu388jqyA1T', 'track_href': 'https://api.spotify.com/v1/tracks/2pmh5dKk3kPJu388jqyA1T', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2pmh5dKk3kPJu388jqyA1T', 'duration_ms': 141082, 'time_signature': 3}"
