,0
43,"{'danceability': 0.799, 'energy': 0.497, 'key': 4, 'loudness': -6.57, 'mode': 1, 'speechiness': 0.141, 'acousticness': 0.0745, 'instrumentalness': 1.28e-05, 'liveness': 0.174, 'valence': 0.488, 'tempo': 115.157, 'type': 'audio_features', 'id': '0hJS3EHWC4uL9sJ52ErpoN', 'uri': 'spotify:track:0hJS3EHWC4uL9sJ52ErpoN', 'track_href': 'https://api.spotify.com/v1/tracks/0hJS3EHWC4uL9sJ52ErpoN', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0hJS3EHWC4uL9sJ52ErpoN', 'duration_ms': 192013, 'time_signature': 4}"
44,"{'danceability': 0.638, 'energy': 0.738, 'key': 6, 'loudness': -4.976, 'mode': 0, 'speechiness': 0.0292, 'acousticness': 0.117, 'instrumentalness': 0.000384, 'liveness': 0.689, 'valence': 0.657, 'tempo': 97.021, 'type': 'audio_features', 'id': '4BdGO1CaObRD4La9l5Zanz', 'uri': 'spotify:track:4BdGO1CaObRD4La9l5Zanz', 'track_href': 'https://api.spotify.com/v1/tracks/4BdGO1CaObRD4La9l5Zanz', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4BdGO1CaObRD4La9l5Zanz', 'duration_ms': 243147, 'time_signature': 4}"
45,"{'danceability': 0.573, 'energy': 0.786, 'key': 7, 'loudness': -4.354, 'mode': 1, 'speechiness': 0.0353, 'acousticness': 0.0625, 'instrumentalness': 0.211, 'liveness': 0.117, 'valence': 0.61, 'tempo': 110.289, 'type': 'audio_features', 'id': '0W5qBuHbbBfCzszFxrQWMc', 'uri': 'spotify:track:0W5qBuHbbBfCzszFxrQWMc', 'track_href': 'https://api.spotify.com/v1/tracks/0W5qBuHbbBfCzszFxrQWMc', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0W5qBuHbbBfCzszFxrQWMc', 'duration_ms': 171267, 'time_signature': 4}"
46,"{'danceability': 0.598, 'energy': 0.784, 'key': 8, 'loudness': -4.376, 'mode': 1, 'speechiness': 0.0337, 'acousticness': 0.514, 'instrumentalness': 0, 'liveness': 0.123, 'valence': 0.597, 'tempo': 105.009, 'type': 'audio_features', 'id': '7GwXIkPT4jxQ2q6mhOmoHM', 'uri': 'spotify:track:7GwXIkPT4jxQ2q6mhOmoHM', 'track_href': 'https://api.spotify.com/v1/tracks/7GwXIkPT4jxQ2q6mhOmoHM', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7GwXIkPT4jxQ2q6mhOmoHM', 'duration_ms': 207134, 'time_signature': 4}"
47,"{'danceability': 0.744, 'energy': 0.516, 'key': 2, 'loudness': -6.365, 'mode': 1, 'speechiness': 0.0513, 'acousticness': 0.632, 'instrumentalness': 0, 'liveness': 0.605, 'valence': 0.281, 'tempo': 97.944, 'type': 'audio_features', 'id': '474uVhyGgK5MtY9gMcDgGl', 'uri': 'spotify:track:474uVhyGgK5MtY9gMcDgGl', 'track_href': 'https://api.spotify.com/v1/tracks/474uVhyGgK5MtY9gMcDgGl', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/474uVhyGgK5MtY9gMcDgGl', 'duration_ms': 152293, 'time_signature': 4}"
48,"{'danceability': 0.899, 'energy': 0.535, 'key': 1, 'loudness': -6.423, 'mode': 1, 'speechiness': 0.178, 'acousticness': 7.74e-05, 'instrumentalness': 0, 'liveness': 0.12, 'valence': 0.183, 'tempo': 145.02, 'type': 'audio_features', 'id': '2IvdQFwO9U9EAMJGwEvOcK', 'uri': 'spotify:track:2IvdQFwO9U9EAMJGwEvOcK', 'track_href': 'https://api.spotify.com/v1/tracks/2IvdQFwO9U9EAMJGwEvOcK', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2IvdQFwO9U9EAMJGwEvOcK', 'duration_ms': 151667, 'time_signature': 4}"
49,"{'danceability': 0.589, 'energy': 0.807, 'key': 0, 'loudness': -6.879, 'mode': 1, 'speechiness': 0.0362, 'acousticness': 0.0239, 'instrumentalness': 0.00106, 'liveness': 0.184, 'valence': 0.626, 'tempo': 127.989, 'type': 'audio_features', 'id': '7sL5cQSBa06qA8wL0UqB6T', 'uri': 'spotify:track:7sL5cQSBa06qA8wL0UqB6T', 'track_href': 'https://api.spotify.com/v1/tracks/7sL5cQSBa06qA8wL0UqB6T', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7sL5cQSBa06qA8wL0UqB6T', 'duration_ms': 243187, 'time_signature': 4}"
50,"{'danceability': 0.461, 'energy': 0.503, 'key': 0, 'loudness': -6.46, 'mode': 1, 'speechiness': 0.0749, 'acousticness': 0.0216, 'instrumentalness': 0.000211, 'liveness': 0.0741, 'valence': 0.572, 'tempo': 75.296, 'type': 'audio_features', 'id': '6EYCCC9yGn1hZBHLPslNl3', 'uri': 'spotify:track:6EYCCC9yGn1hZBHLPslNl3', 'track_href': 'https://api.spotify.com/v1/tracks/6EYCCC9yGn1hZBHLPslNl3', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6EYCCC9yGn1hZBHLPslNl3', 'duration_ms': 244162, 'time_signature': 4}"
51,"{'danceability': 0.74, 'energy': 0.613, 'key': 8, 'loudness': -4.88, 'mode': 1, 'speechiness': 0.145, 'acousticness': 0.258, 'instrumentalness': 0.00372, 'liveness': 0.123, 'valence': 0.473, 'tempo': 75.023, 'type': 'audio_features', 'id': '3ee8Jmje8o58CHK66QrVC2', 'uri': 'spotify:track:3ee8Jmje8o58CHK66QrVC2', 'track_href': 'https://api.spotify.com/v1/tracks/3ee8Jmje8o58CHK66QrVC2', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3ee8Jmje8o58CHK66QrVC2', 'duration_ms': 166606, 'time_signature': 4}"
52,"{'danceability': 0.663, 'energy': 0.873, 'key': 0, 'loudness': -4.915, 'mode': 1, 'speechiness': 0.0328, 'acousticness': 0.0268, 'instrumentalness': 0.0108, 'liveness': 0.261, 'valence': 0.962, 'tempo': 162.024, 'type': 'audio_features', 'id': '1tzPSule9WZ9B8SujHv8fp', 'uri': 'spotify:track:1tzPSule9WZ9B8SujHv8fp', 'track_href': 'https://api.spotify.com/v1/tracks/1tzPSule9WZ9B8SujHv8fp', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1tzPSule9WZ9B8SujHv8fp', 'duration_ms': 175773, 'time_signature': 4}"
53,"{'danceability': 0.656, 'energy': 0.596, 'key': 11, 'loudness': -6.59, 'mode': 1, 'speechiness': 0.0394, 'acousticness': 0.0413, 'instrumentalness': 2.24e-06, 'liveness': 0.145, 'valence': 0.349, 'tempo': 147.966, 'type': 'audio_features', 'id': '5dvF6d5kYGsV6iIawNcsdR', 'uri': 'spotify:track:5dvF6d5kYGsV6iIawNcsdR', 'track_href': 'https://api.spotify.com/v1/tracks/5dvF6d5kYGsV6iIawNcsdR', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5dvF6d5kYGsV6iIawNcsdR', 'duration_ms': 230000, 'time_signature': 4}"
54,"{'danceability': 0.746, 'energy': 0.444, 'key': 4, 'loudness': -11.801, 'mode': 0, 'speechiness': 0.0478, 'acousticness': 0.72, 'instrumentalness': 0.000103, 'liveness': 0.214, 'valence': 0.684, 'tempo': 103.053, 'type': 'audio_features', 'id': '2oKfugyY5sqvt5hHyuw1st', 'uri': 'spotify:track:2oKfugyY5sqvt5hHyuw1st', 'track_href': 'https://api.spotify.com/v1/tracks/2oKfugyY5sqvt5hHyuw1st', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2oKfugyY5sqvt5hHyuw1st', 'duration_ms': 172933, 'time_signature': 4}"
55,"{'danceability': 0.668, 'energy': 0.761, 'key': 4, 'loudness': -5.048, 'mode': 1, 'speechiness': 0.0995, 'acousticness': 0.23, 'instrumentalness': 0, 'liveness': 0.155, 'valence': 0.559, 'tempo': 104.969, 'type': 'audio_features', 'id': '30neZZ35P5dy6dWVwFG9mP', 'uri': 'spotify:track:30neZZ35P5dy6dWVwFG9mP', 'track_href': 'https://api.spotify.com/v1/tracks/30neZZ35P5dy6dWVwFG9mP', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/30neZZ35P5dy6dWVwFG9mP', 'duration_ms': 219567, 'time_signature': 4}"
56,"{'danceability': 0.791, 'energy': 0.718, 'key': 10, 'loudness': -6.343, 'mode': 0, 'speechiness': 0.0643, 'acousticness': 0.0541, 'instrumentalness': 0, 'liveness': 0.334, 'valence': 0.422, 'tempo': 108.049, 'type': 'audio_features', 'id': '7qRBXrTLfhdyG7bi6DuURv', 'uri': 'spotify:track:7qRBXrTLfhdyG7bi6DuURv', 'track_href': 'https://api.spotify.com/v1/tracks/7qRBXrTLfhdyG7bi6DuURv', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7qRBXrTLfhdyG7bi6DuURv', 'duration_ms': 177653, 'time_signature': 4}"
57,"{'danceability': 0.562, 'energy': 0.853, 'key': 11, 'loudness': -6.881, 'mode': 1, 'speechiness': 0.0889, 'acousticness': 0.057, 'instrumentalness': 0.00027, 'liveness': 0.0738, 'valence': 0.713, 'tempo': 142.995, 'type': 'audio_features', 'id': '0qAWbnRg2GbU2xRodUJ250', 'uri': 'spotify:track:0qAWbnRg2GbU2xRodUJ250', 'track_href': 'https://api.spotify.com/v1/tracks/0qAWbnRg2GbU2xRodUJ250', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0qAWbnRg2GbU2xRodUJ250', 'duration_ms': 181627, 'time_signature': 4}"
58,"{'danceability': 0.29, 'energy': 0.308, 'key': 5, 'loudness': -11.074, 'mode': 1, 'speechiness': 0.0442, 'acousticness': 0.938, 'instrumentalness': 0.0294, 'liveness': 0.106, 'valence': 0.205, 'tempo': 84.88, 'type': 'audio_features', 'id': '3QJUvByLFesgWYAgnL8JbA', 'uri': 'spotify:track:3QJUvByLFesgWYAgnL8JbA', 'track_href': 'https://api.spotify.com/v1/tracks/3QJUvByLFesgWYAgnL8JbA', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3QJUvByLFesgWYAgnL8JbA', 'duration_ms': 222820, 'time_signature': 1}"
59,"{'danceability': 0.69, 'energy': 0.867, 'key': 1, 'loudness': -5.074, 'mode': 1, 'speechiness': 0.0375, 'acousticness': 0.00772, 'instrumentalness': 0, 'liveness': 0.0516, 'valence': 0.77, 'tempo': 103.033, 'type': 'audio_features', 'id': '7bhSQqbyUvFVfmXgkF028O', 'uri': 'spotify:track:7bhSQqbyUvFVfmXgkF028O', 'track_href': 'https://api.spotify.com/v1/tracks/7bhSQqbyUvFVfmXgkF028O', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7bhSQqbyUvFVfmXgkF028O', 'duration_ms': 198400, 'time_signature': 4}"
60,"{'danceability': 0.804, 'energy': 0.429, 'key': 1, 'loudness': -6.712, 'mode': 1, 'speechiness': 0.0714, 'acousticness': 0.541, 'instrumentalness': 0.00106, 'liveness': 0.103, 'valence': 0.768, 'tempo': 96.957, 'type': 'audio_features', 'id': '7rDvD5WGtchCGkfQOpIb8C', 'uri': 'spotify:track:7rDvD5WGtchCGkfQOpIb8C', 'track_href': 'https://api.spotify.com/v1/tracks/7rDvD5WGtchCGkfQOpIb8C', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7rDvD5WGtchCGkfQOpIb8C', 'duration_ms': 163299, 'time_signature': 4}"
61,"{'danceability': 0.346, 'energy': 0.709, 'key': 9, 'loudness': -6.367, 'mode': 1, 'speechiness': 0.0364, 'acousticness': 0.00334, 'instrumentalness': 0.00119, 'liveness': 0.163, 'valence': 0.362, 'tempo': 160.116, 'type': 'audio_features', 'id': '7zvMQCKB1k98rZGqPYkdoF', 'uri': 'spotify:track:7zvMQCKB1k98rZGqPYkdoF', 'track_href': 'https://api.spotify.com/v1/tracks/7zvMQCKB1k98rZGqPYkdoF', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7zvMQCKB1k98rZGqPYkdoF', 'duration_ms': 237115, 'time_signature': 4}"
62,"{'danceability': 0.467, 'energy': 0.566, 'key': 9, 'loudness': -8.273, 'mode': 1, 'speechiness': 0.0376, 'acousticness': 0.65, 'instrumentalness': 0.933, 'liveness': 0.153, 'valence': 0.114, 'tempo': 155.091, 'type': 'audio_features', 'id': '3427pTE7qC2GzplghWAmD9', 'uri': 'spotify:track:3427pTE7qC2GzplghWAmD9', 'track_href': 'https://api.spotify.com/v1/tracks/3427pTE7qC2GzplghWAmD9', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3427pTE7qC2GzplghWAmD9', 'duration_ms': 241547, 'time_signature': 3}"
63,"{'danceability': 0.598, 'energy': 0.853, 'key': 9, 'loudness': -5.373, 'mode': 1, 'speechiness': 0.0546, 'acousticness': 0.132, 'instrumentalness': 0.00298, 'liveness': 0.132, 'valence': 0.315, 'tempo': 122.012, 'type': 'audio_features', 'id': '0T60NeYvkK9Z7qCUIUAnV8', 'uri': 'spotify:track:0T60NeYvkK9Z7qCUIUAnV8', 'track_href': 'https://api.spotify.com/v1/tracks/0T60NeYvkK9Z7qCUIUAnV8', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0T60NeYvkK9Z7qCUIUAnV8', 'duration_ms': 191396, 'time_signature': 1}"
64,"{'danceability': 0.559, 'energy': 0.869, 'key': 1, 'loudness': -3.342, 'mode': 1, 'speechiness': 0.0441, 'acousticness': 0.00164, 'instrumentalness': 0.000132, 'liveness': 0.113, 'valence': 0.57, 'tempo': 119.989, 'type': 'audio_features', 'id': '2xruJwAhfIFYVxiUNgfJkj', 'uri': 'spotify:track:2xruJwAhfIFYVxiUNgfJkj', 'track_href': 'https://api.spotify.com/v1/tracks/2xruJwAhfIFYVxiUNgfJkj', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2xruJwAhfIFYVxiUNgfJkj', 'duration_ms': 307068, 'time_signature': 4}"
65,"{'danceability': 0.621, 'energy': 0.843, 'key': 6, 'loudness': -5.412, 'mode': 1, 'speechiness': 0.0315, 'acousticness': 0.0874, 'instrumentalness': 0.000196, 'liveness': 0.106, 'valence': 0.445, 'tempo': 132.01, 'type': 'audio_features', 'id': '277XsneDiv30dhONPCOmrF', 'uri': 'spotify:track:277XsneDiv30dhONPCOmrF', 'track_href': 'https://api.spotify.com/v1/tracks/277XsneDiv30dhONPCOmrF', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/277XsneDiv30dhONPCOmrF', 'duration_ms': 236440, 'time_signature': 4}"
66,"{'danceability': 0.574, 'energy': 0.737, 'key': 11, 'loudness': -6.899, 'mode': 0, 'speechiness': 0.041, 'acousticness': 0.0504, 'instrumentalness': 9.83e-06, 'liveness': 0.0422, 'valence': 0.594, 'tempo': 137.996, 'type': 'audio_features', 'id': '2zZRbwPqr0NDwOIYc3jE7T', 'uri': 'spotify:track:2zZRbwPqr0NDwOIYc3jE7T', 'track_href': 'https://api.spotify.com/v1/tracks/2zZRbwPqr0NDwOIYc3jE7T', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2zZRbwPqr0NDwOIYc3jE7T', 'duration_ms': 185917, 'time_signature': 4}"
67,"{'danceability': 0.662, 'energy': 0.68, 'key': 5, 'loudness': -8.501, 'mode': 0, 'speechiness': 0.0416, 'acousticness': 0.119, 'instrumentalness': 0, 'liveness': 0.337, 'valence': 0.582, 'tempo': 110.087, 'type': 'audio_features', 'id': '2IHxnIQz7ZznLut69KV3iw', 'uri': 'spotify:track:2IHxnIQz7ZznLut69KV3iw', 'track_href': 'https://api.spotify.com/v1/tracks/2IHxnIQz7ZznLut69KV3iw', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2IHxnIQz7ZznLut69KV3iw', 'duration_ms': 247328, 'time_signature': 4}"
68,"{'danceability': 0.623, 'energy': 0.778, 'key': 0, 'loudness': -3.378, 'mode': 0, 'speechiness': 0.0523, 'acousticness': 0.0904, 'instrumentalness': 0, 'liveness': 0.0774, 'valence': 0.287, 'tempo': 116.052, 'type': 'audio_features', 'id': '266TY8BYT7hulnUFcAyaGN', 'uri': 'spotify:track:266TY8BYT7hulnUFcAyaGN', 'track_href': 'https://api.spotify.com/v1/tracks/266TY8BYT7hulnUFcAyaGN', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/266TY8BYT7hulnUFcAyaGN', 'duration_ms': 165539, 'time_signature': 4}"
69,"{'danceability': 0.662, 'energy': 0.837, 'key': 8, 'loudness': -5.015, 'mode': 1, 'speechiness': 0.0582, 'acousticness': 0.0623, 'instrumentalness': 0, 'liveness': 0.0931, 'valence': 0.613, 'tempo': 136.998, 'type': 'audio_features', 'id': '41d2Q6DHcM20OdzynkRtvf', 'uri': 'spotify:track:41d2Q6DHcM20OdzynkRtvf', 'track_href': 'https://api.spotify.com/v1/tracks/41d2Q6DHcM20OdzynkRtvf', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/41d2Q6DHcM20OdzynkRtvf', 'duration_ms': 187013, 'time_signature': 4}"
70,"{'danceability': 0.532, 'energy': 0.548, 'key': 1, 'loudness': -6.521, 'mode': 1, 'speechiness': 0.0291, 'acousticness': 0.174, 'instrumentalness': 0.0033, 'liveness': 0.108, 'valence': 0.443, 'tempo': 130.114, 'type': 'audio_features', 'id': '3nTVzZLUQOay2mfEL8wICe', 'uri': 'spotify:track:3nTVzZLUQOay2mfEL8wICe', 'track_href': 'https://api.spotify.com/v1/tracks/3nTVzZLUQOay2mfEL8wICe', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3nTVzZLUQOay2mfEL8wICe', 'duration_ms': 231469, 'time_signature': 4}"
71,"{'danceability': 0.533, 'energy': 0.753, 'key': 11, 'loudness': -4.675, 'mode': 1, 'speechiness': 0.0334, 'acousticness': 0.299, 'instrumentalness': 1.17e-05, 'liveness': 0.0949, 'valence': 0.359, 'tempo': 111.97, 'type': 'audio_features', 'id': '5QMdoI31uIusrVmU8cLbCV', 'uri': 'spotify:track:5QMdoI31uIusrVmU8cLbCV', 'track_href': 'https://api.spotify.com/v1/tracks/5QMdoI31uIusrVmU8cLbCV', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5QMdoI31uIusrVmU8cLbCV', 'duration_ms': 265132, 'time_signature': 4}"
72,"{'danceability': 0.757, 'energy': 0.72, 'key': 11, 'loudness': -5.644, 'mode': 1, 'speechiness': 0.0425, 'acousticness': 0.0698, 'instrumentalness': 1.45e-05, 'liveness': 0.112, 'valence': 0.96, 'tempo': 121.968, 'type': 'audio_features', 'id': '2SSJPqScObwTcz8XffNRaW', 'uri': 'spotify:track:2SSJPqScObwTcz8XffNRaW', 'track_href': 'https://api.spotify.com/v1/tracks/2SSJPqScObwTcz8XffNRaW', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2SSJPqScObwTcz8XffNRaW', 'duration_ms': 192414, 'time_signature': 4}"
73,"{'danceability': 0.383, 'energy': 0.733, 'key': 2, 'loudness': -5.614, 'mode': 1, 'speechiness': 0.0383, 'acousticness': 0.0492, 'instrumentalness': 4.25e-05, 'liveness': 0.122, 'valence': 0.454, 'tempo': 135.624, 'type': 'audio_features', 'id': '2dBuwr74kLOfjYqNJWExZB', 'uri': 'spotify:track:2dBuwr74kLOfjYqNJWExZB', 'track_href': 'https://api.spotify.com/v1/tracks/2dBuwr74kLOfjYqNJWExZB', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2dBuwr74kLOfjYqNJWExZB', 'duration_ms': 201243, 'time_signature': 4}"
74,"{'danceability': 0.739, 'energy': 0.471, 'key': 8, 'loudness': -8.456, 'mode': 1, 'speechiness': 0.0436, 'acousticness': 0.0661, 'instrumentalness': 9.78e-05, 'liveness': 0.116, 'valence': 0.31, 'tempo': 90.002, 'type': 'audio_features', 'id': '5dmPNuHmRRJuHmJTDa7NuJ', 'uri': 'spotify:track:5dmPNuHmRRJuHmJTDa7NuJ', 'track_href': 'https://api.spotify.com/v1/tracks/5dmPNuHmRRJuHmJTDa7NuJ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5dmPNuHmRRJuHmJTDa7NuJ', 'duration_ms': 194400, 'time_signature': 4}"
75,"{'danceability': 0.409, 'energy': 0.948, 'key': 1, 'loudness': -2.929, 'mode': 1, 'speechiness': 0.0482, 'acousticness': 0.0619, 'instrumentalness': 0.0163, 'liveness': 0.293, 'valence': 0.567, 'tempo': 171.803, 'type': 'audio_features', 'id': '7f8kWK80vRjJ7tmEiwm7p2', 'uri': 'spotify:track:7f8kWK80vRjJ7tmEiwm7p2', 'track_href': 'https://api.spotify.com/v1/tracks/7f8kWK80vRjJ7tmEiwm7p2', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7f8kWK80vRjJ7tmEiwm7p2', 'duration_ms': 209816, 'time_signature': 4}"
76,"{'danceability': 0.833, 'energy': 0.326, 'key': 5, 'loudness': -10.976, 'mode': 1, 'speechiness': 0.064, 'acousticness': 0.533, 'instrumentalness': 0.000875, 'liveness': 0.114, 'valence': 0.859, 'tempo': 104.026, 'type': 'audio_features', 'id': '3nsOvsOk0IJgcZaUOuEbu6', 'uri': 'spotify:track:3nsOvsOk0IJgcZaUOuEbu6', 'track_href': 'https://api.spotify.com/v1/tracks/3nsOvsOk0IJgcZaUOuEbu6', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3nsOvsOk0IJgcZaUOuEbu6', 'duration_ms': 231816, 'time_signature': 4}"
77,"{'danceability': 0.784, 'energy': 0.587, 'key': 9, 'loudness': -6.361, 'mode': 1, 'speechiness': 0.0422, 'acousticness': 0.273, 'instrumentalness': 0.0107, 'liveness': 0.356, 'valence': 0.855, 'tempo': 107.999, 'type': 'audio_features', 'id': '7xrC5Tcw7ZsR060M4KpwRw', 'uri': 'spotify:track:7xrC5Tcw7ZsR060M4KpwRw', 'track_href': 'https://api.spotify.com/v1/tracks/7xrC5Tcw7ZsR060M4KpwRw', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7xrC5Tcw7ZsR060M4KpwRw', 'duration_ms': 266455, 'time_signature': 4}"
78,"{'danceability': 0.598, 'energy': 0.717, 'key': 4, 'loudness': -7.023, 'mode': 1, 'speechiness': 0.0349, 'acousticness': 0.0126, 'instrumentalness': 6.65e-06, 'liveness': 0.237, 'valence': 0.425, 'tempo': 127.958, 'type': 'audio_features', 'id': '1KTZw6NMt0rSIPYKYQNEWd', 'uri': 'spotify:track:1KTZw6NMt0rSIPYKYQNEWd', 'track_href': 'https://api.spotify.com/v1/tracks/1KTZw6NMt0rSIPYKYQNEWd', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1KTZw6NMt0rSIPYKYQNEWd', 'duration_ms': 205045, 'time_signature': 4}"
79,"{'danceability': 0.41, 'energy': 0.934, 'key': 5, 'loudness': -4.46, 'mode': 0, 'speechiness': 0.0363, 'acousticness': 0.00111, 'instrumentalness': 0.00207, 'liveness': 0.364, 'valence': 0.784, 'tempo': 164.009, 'type': 'audio_features', 'id': '7DIjDjv2CZr3hSL7aljHAb', 'uri': 'spotify:track:7DIjDjv2CZr3hSL7aljHAb', 'track_href': 'https://api.spotify.com/v1/tracks/7DIjDjv2CZr3hSL7aljHAb', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7DIjDjv2CZr3hSL7aljHAb', 'duration_ms': 231585, 'time_signature': 4}"
80,"{'danceability': 0.487, 'energy': 0.369, 'key': 11, 'loudness': -13.424, 'mode': 0, 'speechiness': 0.0406, 'acousticness': 0.736, 'instrumentalness': 3.75e-05, 'liveness': 0.0925, 'valence': 0.106, 'tempo': 183.114, 'type': 'audio_features', 'id': '1gk3FhAV07q9Jg77UxnVjX', 'uri': 'spotify:track:1gk3FhAV07q9Jg77UxnVjX', 'track_href': 'https://api.spotify.com/v1/tracks/1gk3FhAV07q9Jg77UxnVjX', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1gk3FhAV07q9Jg77UxnVjX', 'duration_ms': 289307, 'time_signature': 4}"
81,"{'danceability': 0.577, 'energy': 0.784, 'key': 9, 'loudness': -6.43, 'mode': 1, 'speechiness': 0.044, 'acousticness': 0.43, 'instrumentalness': 0.022, 'liveness': 0.158, 'valence': 0.662, 'tempo': 144.878, 'type': 'audio_features', 'id': '7mNN36mmRFGcvXwwaeT0hU', 'uri': 'spotify:track:7mNN36mmRFGcvXwwaeT0hU', 'track_href': 'https://api.spotify.com/v1/tracks/7mNN36mmRFGcvXwwaeT0hU', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7mNN36mmRFGcvXwwaeT0hU', 'duration_ms': 180706, 'time_signature': 4}"
82,"{'danceability': 0.491, 'energy': 0.69, 'key': 9, 'loudness': -6.742, 'mode': 1, 'speechiness': 0.0449, 'acousticness': 0.537, 'instrumentalness': 0.0337, 'liveness': 0.165, 'valence': 0.535, 'tempo': 103.71, 'type': 'audio_features', 'id': '2dAV3oeoyJ2TAGEoyU7pbk', 'uri': 'spotify:track:2dAV3oeoyJ2TAGEoyU7pbk', 'track_href': 'https://api.spotify.com/v1/tracks/2dAV3oeoyJ2TAGEoyU7pbk', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2dAV3oeoyJ2TAGEoyU7pbk', 'duration_ms': 206973, 'time_signature': 4}"
83,"{'danceability': 0.712, 'energy': 0.8, 'key': 9, 'loudness': -5.068, 'mode': 0, 'speechiness': 0.0377, 'acousticness': 0.0747, 'instrumentalness': 0.185, 'liveness': 0.0938, 'valence': 0.685, 'tempo': 107.047, 'type': 'audio_features', 'id': '4lhhYqzREcts4uOOqWHjRJ', 'uri': 'spotify:track:4lhhYqzREcts4uOOqWHjRJ', 'track_href': 'https://api.spotify.com/v1/tracks/4lhhYqzREcts4uOOqWHjRJ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4lhhYqzREcts4uOOqWHjRJ', 'duration_ms': 283880, 'time_signature': 4}"
84,"{'danceability': 0.687, 'energy': 0.562, 'key': 0, 'loudness': -8.105, 'mode': 1, 'speechiness': 0.036, 'acousticness': 0.0884, 'instrumentalness': 0.146, 'liveness': 0.108, 'valence': 0.319, 'tempo': 98.044, 'type': 'audio_features', 'id': '7dp0ab4jyhzS3LTC5EBzUU', 'uri': 'spotify:track:7dp0ab4jyhzS3LTC5EBzUU', 'track_href': 'https://api.spotify.com/v1/tracks/7dp0ab4jyhzS3LTC5EBzUU', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7dp0ab4jyhzS3LTC5EBzUU', 'duration_ms': 242667, 'time_signature': 4}"
85,"{'danceability': 0.379, 'energy': 0.781, 'key': 8, 'loudness': -5.756, 'mode': 1, 'speechiness': 0.0738, 'acousticness': 0.316, 'instrumentalness': 0.0052, 'liveness': 0.13, 'valence': 0.422, 'tempo': 147.727, 'type': 'audio_features', 'id': '5MoLSEv2WjI8a7G3HLYH4o', 'uri': 'spotify:track:5MoLSEv2WjI8a7G3HLYH4o', 'track_href': 'https://api.spotify.com/v1/tracks/5MoLSEv2WjI8a7G3HLYH4o', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5MoLSEv2WjI8a7G3HLYH4o', 'duration_ms': 337703, 'time_signature': 4}"
86,"{'danceability': 0.443, 'energy': 0.719, 'key': 5, 'loudness': -5.555, 'mode': 1, 'speechiness': 0.033, 'acousticness': 0.0225, 'instrumentalness': 0, 'liveness': 0.227, 'valence': 0.559, 'tempo': 155.895, 'type': 'audio_features', 'id': '0scQIzgcOhnmfqfOTpRUFH', 'uri': 'spotify:track:0scQIzgcOhnmfqfOTpRUFH', 'track_href': 'https://api.spotify.com/v1/tracks/0scQIzgcOhnmfqfOTpRUFH', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0scQIzgcOhnmfqfOTpRUFH', 'duration_ms': 212885, 'time_signature': 4}"
